,loan_status,annual_inc,verification_status,emp_length,home_ownership,int_rate,loan_amnt,purpose,term,grade
1695,Charged Off,37000.0,Not Verified,6 years,RENT,15.27,15075,debt_consolidation,36,C
1699,Charged Off,120000.0,Verified,2 years,MORTGAGE,18.64,28000,debt_consolidation,60,E
1702,Charged Off,67000.0,Verified,10+ years,RENT,22.35,15000,debt_consolidation,36,F
1703,Charged Off,142000.0,Verified,3 years,MORTGAGE,12.69,5000,debt_consolidation,36,B
1705,Charged Off,30000.0,Source Verified,< 1 year,RENT,9.91,8000,moving,36,B
1706,Charged Off,55000.0,Not Verified,10+ years,RENT,14.27,4500,debt_consolidation,36,C
1716,Charged Off,69600.0,Not Verified,5 years,RENT,12.42,12000,wedding,36,B
1717,Charged Off,35000.0,Not Verified,2 years,RENT,11.71,9000,debt_consolidation,36,B
1719,Charged Off,85000.0,Verified,4 years,MORTGAGE,21.28,35000,debt_consolidation,60,F
1722,Charged Off,40000.0,Verified,10+ years,RENT,13.49,20000,debt_consolidation,60,C
1742,Charged Off,65000.0,Verified,10+ years,RENT,19.91,12000,debt_consolidation,60,E
1755,Charged Off,120000.0,Source Verified,1 year,MORTGAGE,22.35,16000,other,60,F
1770,Charged Off,55000.0,Source Verified,6 years,MORTGAGE,19.42,18000,debt_consolidation,60,E
1774,Charged Off,36000.0,Source Verified,6 years,OWN,20.3,17625,debt_consolidation,60,E
1782,Charged Off,85000.0,Verified,3 years,MORTGAGE,12.69,24000,credit_card,60,B
1784,Charged Off,80000.0,Not Verified,6 years,MORTGAGE,16.29,10000,debt_consolidation,36,D
1787,Charged Off,38000.0,Not Verified,2 years,RENT,19.03,1000,debt_consolidation,36,E
1789,Charged Off,65000.0,Source Verified,10+ years,RENT,20.3,19400,small_business,60,E
1798,Charged Off,63000.0,Verified,4 years,RENT,20.89,22000,debt_consolidation,60,F
1808,Charged Off,100000.0,Verified,< 1 year,MORTGAGE,22.35,35000,debt_consolidation,60,F
1814,Charged Off,59100.0,Not Verified,4 years,RENT,16.77,3000,car,36,D
1836,Charged Off,14400.0,Not Verified,1 year,RENT,16.29,1000,debt_consolidation,36,D
1852,Charged Off,60000.0,Not Verified,4 years,MORTGAGE,14.27,15000,debt_consolidation,60,C
1860,Charged Off,42816.0,Source Verified,< 1 year,RENT,10.65,8000,car,36,B
1867,Charged Off,56000.0,Verified,7 years,RENT,19.03,17000,debt_consolidation,60,E
1870,Charged Off,72000.0,Verified,10+ years,MORTGAGE,22.35,28625,debt_consolidation,60,F
1871,Charged Off,43000.0,Verified,8 years,RENT,17.27,14000,debt_consolidation,60,D
1876,Charged Off,30000.0,Source Verified,2 years,RENT,17.58,5800,house,60,D
1879,Charged Off,17280.0,Source Verified,< 1 year,OWN,16.29,1000,debt_consolidation,36,D
1884,Charged Off,35000.0,Source Verified,6 years,RENT,16.77,12500,debt_consolidation,60,D
1894,Charged Off,90000.0,Verified,10+ years,MORTGAGE,20.89,20000,debt_consolidation,60,F
1897,Charged Off,49960.0,Verified,2 years,RENT,19.91,25000,debt_consolidation,60,E
1900,Charged Off,55900.0,Verified,6 years,RENT,14.27,7000,other,36,C
1902,Charged Off,35000.0,Source Verified,7 years,MORTGAGE,18.64,17000,credit_card,60,E
1909,Charged Off,55000.0,Source Verified,5 years,OWN,19.42,15600,debt_consolidation,60,E
1912,Charged Off,92001.0,Verified,6 years,RENT,18.64,21600,debt_consolidation,36,E
1915,Charged Off,35000.0,Not Verified,5 years,OWN,7.51,10000,debt_consolidation,36,A
1916,Charged Off,38000.0,Not Verified,8 years,RENT,15.27,15000,debt_consolidation,60,C
1922,Charged Off,55200.0,Verified,2 years,RENT,17.27,6400,debt_consolidation,36,D
1926,Charged Off,80000.0,Verified,10+ years,MORTGAGE,7.9,18000,credit_card,36,A
1930,Charged Off,55000.0,Verified,10+ years,MORTGAGE,16.77,25000,debt_consolidation,60,D
1944,Charged Off,30972.0,Not Verified,1 year,RENT,16.29,2000,other,36,D
1946,Charged Off,60000.0,Source Verified,5 years,RENT,11.71,12700,debt_consolidation,36,B
1951,Charged Off,72000.0,Source Verified,3 years,RENT,19.42,6600,debt_consolidation,60,E
1954,Charged Off,56000.0,Verified,2 years,OWN,21.28,22250,credit_card,60,F
1959,Charged Off,125000.0,Verified,4 years,OWN,18.64,24000,debt_consolidation,60,E
1965,Charged Off,65000.0,Not Verified,10+ years,MORTGAGE,18.25,15000,debt_consolidation,60,D
1973,Charged Off,57500.0,Verified,10+ years,RENT,14.27,12000,debt_consolidation,60,C
1982,Charged Off,115000.0,Source Verified,< 1 year,MORTGAGE,18.64,33000,debt_consolidation,36,E
1985,Charged Off,40000.0,Verified,10+ years,MORTGAGE,16.77,10000,debt_consolidation,36,D
1993,Charged Off,50000.0,Verified,4 years,RENT,7.9,18000,debt_consolidation,36,A
1998,Charged Off,60000.0,Not Verified,5 years,RENT,12.69,15000,debt_consolidation,60,B
2008,Charged Off,40000.0,Not Verified,9 years,RENT,12.69,7500,debt_consolidation,36,B
2011,Charged Off,108000.0,Source Verified,10+ years,RENT,19.03,8000,other,60,E
2015,Charged Off,41600.0,Verified,1 year,RENT,19.91,20000,debt_consolidation,60,E
2024,Charged Off,32993.73,Not Verified,6 years,RENT,11.71,4000,credit_card,36,B
2032,Charged Off,53000.0,Not Verified,5 years,RENT,12.42,16250,credit_card,36,B
2042,Charged Off,30000.0,Not Verified,< 1 year,RENT,8.9,8300,debt_consolidation,36,A
2044,Charged Off,175000.0,Source Verified,7 years,MORTGAGE,19.91,35000,home_improvement,60,E
2045,Charged Off,42000.0,Source Verified,7 years,RENT,17.27,18000,debt_consolidation,60,D
2053,Charged Off,60000.0,Source Verified,3 years,RENT,17.58,25000,debt_consolidation,60,D
2055,Charged Off,100000.0,Verified,5 years,MORTGAGE,20.89,30000,debt_consolidation,60,F
2060,Charged Off,85602.0,Verified,10+ years,RENT,18.64,35000,debt_consolidation,60,E
2069,Charged Off,54000.0,Not Verified,10+ years,MORTGAGE,15.27,12000,debt_consolidation,60,C
2080,Charged Off,52000.0,Verified,9 years,MORTGAGE,17.27,18725,debt_consolidation,60,D
2084,Charged Off,33000.0,Verified,5 years,MORTGAGE,11.71,16500,small_business,60,B
2136,Charged Off,42000.0,Not Verified,2 years,RENT,7.51,8000,debt_consolidation,36,A
2142,Charged Off,60000.0,Verified,10+ years,MORTGAGE,12.42,21200,small_business,36,B
2144,Charged Off,43000.0,Verified,4 years,RENT,19.03,21500,debt_consolidation,60,E
2153,Charged Off,37513.0,Not Verified,10+ years,RENT,6.62,5000,debt_consolidation,36,A
2165,Charged Off,114000.0,Source Verified,< 1 year,MORTGAGE,13.49,7200,debt_consolidation,36,C
2179,Charged Off,71040.0,Source Verified,2 years,RENT,20.89,21000,debt_consolidation,60,F
2183,Charged Off,60000.0,Verified,6 years,MORTGAGE,14.27,10000,debt_consolidation,36,C
2196,Charged Off,26400.0,Source Verified,5 years,RENT,14.27,7750,debt_consolidation,36,C
2206,Charged Off,50000.0,Verified,4 years,RENT,22.06,18825,debt_consolidation,60,F
2207,Charged Off,80000.0,Not Verified,2 years,RENT,7.51,10000,debt_consolidation,36,A
2211,Charged Off,52008.0,Verified,< 1 year,RENT,18.64,20450,debt_consolidation,60,E
2212,Charged Off,40000.0,Not Verified,3 years,MORTGAGE,14.27,12000,credit_card,36,C
2215,Charged Off,36475.0,Not Verified,2 years,RENT,10.65,7000,debt_consolidation,36,B
2226,Charged Off,86779.0,Verified,10+ years,RENT,18.25,24000,wedding,60,D
2234,Charged Off,75000.0,Source Verified,10+ years,MORTGAGE,19.03,18000,debt_consolidation,60,E
2262,Charged Off,36000.0,Source Verified,4 years,OWN,13.49,5000,wedding,36,C
2263,Charged Off,60000.0,Not Verified,4 years,RENT,14.27,1300,moving,36,C
2268,Charged Off,48000.0,Not Verified,10+ years,RENT,15.27,15000,debt_consolidation,36,C
2273,Charged Off,66000.0,Verified,10+ years,MORTGAGE,15.27,6000,other,36,C
2275,Charged Off,110000.0,Verified,10+ years,RENT,16.77,20000,debt_consolidation,60,D
2279,Charged Off,24947.3,Not Verified,3 years,RENT,12.69,6625,credit_card,36,B
2292,Charged Off,43000.0,Source Verified,4 years,MORTGAGE,14.65,17400,debt_consolidation,60,C
2298,Charged Off,36000.0,Not Verified,5 years,MORTGAGE,14.65,1100,vacation,36,C
2306,Charged Off,50000.0,Verified,6 years,OWN,18.64,15000,credit_card,60,E
2313,Charged Off,72000.0,Verified,10+ years,RENT,19.03,26000,debt_consolidation,60,E
2315,Charged Off,98000.0,Verified,6 years,RENT,13.49,35000,debt_consolidation,60,C
2316,Charged Off,25000.0,Verified,8 years,RENT,19.42,5500,other,60,E
2319,Charged Off,76000.0,Verified,10+ years,OWN,16.77,28000,credit_card,36,D
2325,Charged Off,60000.0,Verified,10+ years,RENT,11.71,10000,credit_card,36,B
2331,Charged Off,47000.0,Not Verified,10+ years,MORTGAGE,7.9,7000,credit_card,36,A
2338,Charged Off,65000.0,Verified,10+ years,MORTGAGE,22.35,35000,debt_consolidation,60,F
2339,Charged Off,20400.0,Verified,4 years,RENT,18.25,1200,other,36,D
2340,Charged Off,86124.0,Verified,1 year,OWN,17.58,20000,debt_consolidation,60,D
2341,Charged Off,24000.0,Source Verified,< 1 year,RENT,14.27,5000,other,36,C
2342,Charged Off,32000.0,Not Verified,1 year,RENT,16.29,5400,medical,36,D
2343,Charged Off,36500.0,Verified,6 years,RENT,19.91,12000,debt_consolidation,60,E
2348,Charged Off,67517.64,Not Verified,10+ years,MORTGAGE,21.67,5050,other,60,F
2360,Charged Off,70000.0,Not Verified,10+ years,MORTGAGE,8.9,12000,debt_consolidation,60,A
2364,Charged Off,60000.0,Verified,10+ years,MORTGAGE,14.27,20000,debt_consolidation,60,C
2370,Charged Off,60000.0,Source Verified,10+ years,MORTGAGE,20.3,19000,debt_consolidation,60,E
2372,Charged Off,51000.0,Not Verified,9 years,RENT,15.96,10000,credit_card,36,C
2377,Charged Off,65000.0,Source Verified,6 years,MORTGAGE,20.3,12600,credit_card,60,E
2387,Charged Off,38000.0,Not Verified,4 years,RENT,12.42,12800,credit_card,36,B
2389,Charged Off,65000.0,Source Verified,< 1 year,MORTGAGE,23.13,26300,credit_card,60,G
2390,Charged Off,56791.0,Not Verified,10+ years,RENT,20.89,18800,debt_consolidation,60,F
2398,Charged Off,47000.0,Not Verified,4 years,RENT,9.91,8000,debt_consolidation,36,B
2401,Charged Off,87000.0,Verified,2 years,MORTGAGE,19.03,25000,debt_consolidation,60,E
2413,Charged Off,51400.0,Verified,10+ years,MORTGAGE,18.25,20000,debt_consolidation,60,D
2414,Charged Off,21600.0,Source Verified,4 years,RENT,17.27,9750,debt_consolidation,36,D
2426,Charged Off,54000.0,Not Verified,7 years,MORTGAGE,12.42,7000,credit_card,36,B
2430,Charged Off,75000.0,Verified,7 years,RENT,12.69,14400,debt_consolidation,60,B
2433,Charged Off,31000.0,Source Verified,9 years,MORTGAGE,7.9,15000,debt_consolidation,36,A
2434,Charged Off,33000.0,Source Verified,2 years,OWN,21.67,15000,debt_consolidation,60,F
2437,Charged Off,25000.0,Not Verified,2 years,RENT,12.69,1800,other,36,B
2442,Charged Off,62000.0,Verified,10+ years,RENT,14.27,16000,debt_consolidation,60,C
2444,Charged Off,26000.0,Not Verified,6 years,OWN,15.96,11100,credit_card,60,C
2447,Charged Off,72000.0,Verified,10+ years,RENT,20.3,29100,debt_consolidation,60,E
2448,Charged Off,82000.0,Verified,10+ years,MORTGAGE,17.58,21600,debt_consolidation,60,D
2453,Charged Off,95000.0,Verified,< 1 year,RENT,11.71,21000,credit_card,36,B
2479,Charged Off,78050.0,Not Verified,3 years,RENT,19.03,17000,debt_consolidation,60,E
2481,Charged Off,102000.0,Verified,< 1 year,RENT,18.25,20000,debt_consolidation,60,D
2487,Charged Off,61938.0,Source Verified,3 years,MORTGAGE,14.27,18400,debt_consolidation,60,C
2491,Charged Off,41000.0,Source Verified,4 years,RENT,15.96,5000,credit_card,36,C
2494,Charged Off,55000.0,Source Verified,8 years,MORTGAGE,16.77,16800,debt_consolidation,60,D
2497,Charged Off,85500.0,Verified,10+ years,MORTGAGE,14.65,22000,credit_card,60,C
2498,Charged Off,75000.0,Source Verified,10+ years,RENT,7.51,10800,debt_consolidation,36,A
2501,Charged Off,35000.0,Source Verified,1 year,RENT,15.96,5000,moving,36,C
2505,Charged Off,50000.0,Source Verified,10+ years,RENT,18.64,25000,small_business,60,E
2508,Charged Off,78000.0,Verified,10+ years,MORTGAGE,14.65,14000,debt_consolidation,36,C
2536,Charged Off,48000.0,Source Verified,5 years,MORTGAGE,20.3,12000,home_improvement,60,E
2544,Charged Off,81500.0,Verified,10+ years,RENT,23.91,35000,debt_consolidation,60,G
2549,Charged Off,56508.0,Source Verified,10+ years,RENT,17.27,20000,credit_card,60,D
2561,Charged Off,159500.0,Source Verified,< 1 year,RENT,14.27,12000,credit_card,36,C
2574,Charged Off,55000.0,Source Verified,3 years,MORTGAGE,13.49,20000,credit_card,60,C
2586,Charged Off,143000.0,Verified,10+ years,RENT,22.35,35000,credit_card,60,F
2602,Charged Off,70000.0,Verified,10+ years,MORTGAGE,11.71,22000,debt_consolidation,60,B
2613,Charged Off,48000.0,Not Verified,5 years,OWN,12.69,2400,vacation,36,B
2619,Charged Off,34000.0,Not Verified,5 years,RENT,7.9,7500,debt_consolidation,36,A
2632,Charged Off,46000.0,Not Verified,1 year,RENT,18.25,18800,credit_card,60,D
2642,Charged Off,59670.0,Verified,10+ years,RENT,21.28,20200,debt_consolidation,60,F
2643,Charged Off,95000.0,Source Verified,10+ years,RENT,14.27,20000,debt_consolidation,36,C
2650,Charged Off,67000.0,Not Verified,5 years,OWN,16.29,7500,home_improvement,36,D
2651,Charged Off,42000.0,Verified,1 year,MORTGAGE,19.42,21000,small_business,60,E
2655,Charged Off,46500.0,Verified,10+ years,MORTGAGE,20.89,19425,debt_consolidation,60,F
2657,Charged Off,100000.0,Source Verified,6 years,MORTGAGE,21.67,30000,debt_consolidation,60,F
2659,Charged Off,48575.0,Source Verified,5 years,OWN,14.65,15600,debt_consolidation,60,C
2662,Charged Off,72000.0,Source Verified,10+ years,RENT,14.65,8000,debt_consolidation,36,C
2679,Charged Off,50000.0,Verified,8 years,RENT,15.27,18000,credit_card,60,C
2685,Charged Off,110000.0,Verified,3 years,RENT,23.52,30000,debt_consolidation,60,G
2697,Charged Off,23000.0,Not Verified,2 years,RENT,8.9,8875,debt_consolidation,36,A
2698,Charged Off,61000.0,Verified,10+ years,OWN,18.64,30000,debt_consolidation,60,E
2702,Charged Off,77000.0,Verified,6 years,OWN,18.64,8900,debt_consolidation,60,E
2709,Charged Off,87000.0,Not Verified,10+ years,MORTGAGE,9.91,12000,debt_consolidation,36,B
2712,Charged Off,62000.0,Source Verified,10+ years,RENT,12.69,10000,small_business,36,B
2716,Charged Off,75000.0,Verified,10+ years,RENT,20.3,35000,debt_consolidation,60,E
2719,Charged Off,51000.0,Not Verified,1 year,RENT,11.71,9000,debt_consolidation,36,B
2722,Charged Off,40000.0,Not Verified,7 years,RENT,13.49,1800,other,36,C
2723,Charged Off,63000.0,Verified,< 1 year,MORTGAGE,18.64,14000,small_business,60,E
2728,Charged Off,43200.0,Source Verified,2 years,RENT,16.29,2800,other,36,D
2731,Charged Off,23000.0,Verified,< 1 year,RENT,13.49,8000,debt_consolidation,36,C
2732,Charged Off,45600.0,Source Verified,1 year,RENT,23.52,14825,debt_consolidation,60,G
2733,Charged Off,70000.0,Verified,7 years,OWN,18.64,6100,debt_consolidation,36,E
2750,Charged Off,61234.0,Verified,10+ years,RENT,18.64,12000,debt_consolidation,60,E
2756,Charged Off,36000.0,Verified,8 years,RENT,14.27,18000,debt_consolidation,60,C
2757,Charged Off,54600.0,Verified,5 years,RENT,20.89,24575,debt_consolidation,60,F
2763,Charged Off,50620.0,Verified,2 years,RENT,19.42,14125,credit_card,60,E
2778,Charged Off,26453.0,Not Verified,6 years,MORTGAGE,11.71,7200,debt_consolidation,36,B
2790,Charged Off,95000.0,Verified,10+ years,MORTGAGE,8.9,15000,debt_consolidation,36,A
2794,Charged Off,39000.0,Source Verified,4 years,RENT,14.65,12800,credit_card,60,C
2796,Charged Off,34200.0,Source Verified,6 years,RENT,17.27,12000,debt_consolidation,60,D
2797,Charged Off,51000.0,Verified,< 1 year,MORTGAGE,14.27,10625,debt_consolidation,36,C
2798,Charged Off,60000.0,Not Verified,2 years,RENT,7.9,7500,debt_consolidation,36,A
2802,Charged Off,26000.0,Source Verified,6 years,RENT,15.27,6700,small_business,60,C
2805,Charged Off,25000.0,Verified,7 years,MORTGAGE,17.58,12000,debt_consolidation,60,D
2828,Charged Off,98000.0,Verified,10+ years,MORTGAGE,19.91,27000,debt_consolidation,60,E
2837,Charged Off,80000.0,Verified,10+ years,MORTGAGE,15.96,10000,home_improvement,36,C
2858,Charged Off,39996.0,Source Verified,10+ years,MORTGAGE,8.9,12000,debt_consolidation,60,A
2868,Charged Off,40000.0,Verified,6 years,MORTGAGE,11.71,4500,debt_consolidation,36,B
2881,Charged Off,75000.0,Source Verified,< 1 year,MORTGAGE,17.58,12000,debt_consolidation,60,D
2891,Charged Off,39000.0,Not Verified,4 years,RENT,7.9,7000,credit_card,36,A
2892,Charged Off,45000.0,Verified,10+ years,OWN,15.96,10500,home_improvement,36,C
2897,Charged Off,35000.0,Not Verified,5 years,RENT,19.03,7200,debt_consolidation,36,E
2901,Charged Off,51600.0,Not Verified,1 year,MORTGAGE,15.27,5600,car,60,C
2917,Charged Off,97936.0,Verified,5 years,MORTGAGE,17.27,35000,debt_consolidation,60,D
2922,Charged Off,64480.0,Verified,10+ years,MORTGAGE,14.65,24000,debt_consolidation,60,C
2931,Charged Off,108600.0,Verified,< 1 year,RENT,23.52,35000,debt_consolidation,60,G
2932,Charged Off,12000.0,Verified,2 years,RENT,12.42,6075,wedding,36,B
2936,Charged Off,48000.0,Source Verified,3 years,RENT,18.25,17400,debt_consolidation,60,D
2941,Charged Off,49989.0,Source Verified,2 years,OWN,22.06,18000,debt_consolidation,60,F
2947,Charged Off,33000.0,Source Verified,10+ years,RENT,14.65,8000,debt_consolidation,36,C
2952,Charged Off,95000.0,Source Verified,7 years,MORTGAGE,20.3,10800,debt_consolidation,60,E
2953,Charged Off,90000.0,Verified,3 years,MORTGAGE,13.49,17600,debt_consolidation,60,C
2963,Charged Off,50000.0,Verified,10+ years,MORTGAGE,14.65,20000,small_business,60,C
2966,Charged Off,135000.0,Verified,10+ years,MORTGAGE,13.49,30000,small_business,60,C
2974,Charged Off,60000.0,Not Verified,6 years,MORTGAGE,14.65,6300,car,36,C
2975,Charged Off,60000.0,Not Verified,7 years,MORTGAGE,11.71,18000,debt_consolidation,60,B
2979,Charged Off,50000.0,Source Verified,1 year,RENT,8.9,12000,small_business,60,A
2995,Charged Off,33000.0,Verified,4 years,MORTGAGE,11.71,16500,small_business,60,B
3003,Charged Off,90000.0,Source Verified,10+ years,RENT,21.67,18650,small_business,60,F
3012,Charged Off,60000.0,Not Verified,1 year,RENT,6.62,12000,debt_consolidation,36,A
3013,Charged Off,93000.0,Verified,10+ years,MORTGAGE,16.77,12000,debt_consolidation,60,D
3015,Charged Off,102500.0,Verified,3 years,RENT,23.13,30000,debt_consolidation,60,G
3021,Charged Off,45948.0,Verified,10+ years,MORTGAGE,13.49,23000,small_business,60,C
3035,Charged Off,13200.0,Source Verified,< 1 year,RENT,9.91,2500,other,36,B
3038,Charged Off,27840.0,Not Verified,< 1 year,RENT,19.42,8575,debt_consolidation,36,E
3039,Charged Off,42494.0,Source Verified,7 years,RENT,11.71,16000,car,36,B
3059,Charged Off,55000.0,Verified,5 years,RENT,19.42,15000,debt_consolidation,60,E
3060,Charged Off,55000.0,Verified,10+ years,RENT,18.25,22900,debt_consolidation,60,D
3075,Charged Off,126000.0,Not Verified,5 years,MORTGAGE,10.65,6000,home_improvement,36,B
3082,Charged Off,150000.0,Source Verified,2 years,RENT,7.9,14000,debt_consolidation,36,A
3083,Charged Off,191000.0,Verified,< 1 year,MORTGAGE,20.3,35000,house,60,E
3092,Charged Off,30000.0,Source Verified,< 1 year,RENT,11.71,3500,debt_consolidation,36,B
3095,Charged Off,150000.0,Source Verified,10+ years,RENT,17.58,21000,wedding,60,D
3096,Charged Off,75000.0,Not Verified,4 years,MORTGAGE,14.27,13200,credit_card,60,C
3100,Charged Off,54000.0,Source Verified,2 years,RENT,19.03,6850,debt_consolidation,60,E
3103,Charged Off,75000.0,Verified,8 years,RENT,15.27,20000,credit_card,60,C
3104,Charged Off,50000.0,Source Verified,6 years,RENT,16.77,5000,debt_consolidation,36,D
3107,Charged Off,60000.0,Not Verified,10+ years,MORTGAGE,14.27,12000,debt_consolidation,60,C
